Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,Temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,Checks,AQI_calculated,AQI_bucket_calculated
2025-10-20,171.85,235.17,16.5,1.56,17.68,20.14,1.42,0.51,4.19,95.0,28.98,339.88461538461536,190.1133333333333,1.775,22.1,5.035,25.5,4.19,7.0,340.0,Hazardous
2025-10-21,59.85,73.17,20.23,1.57,21.66,19.81,1.53,0.61,3.18,95.0,28.97,99.75,73.17,1.9125,27.075,4.9525,30.5,3.18,7.0,100.0,Moderate
2025-10-22,7.73,141.39,8.12,1.28,8.99,18.72,1.49,0.49,2.54,95.0,28.95,12.883333333333333,127.59333333333332,1.8625,11.2375,4.68,24.5,2.54,7.0,128.0,Unhealthy for Sensitive Groups
2025-10-23,37.14,118.32,10.54,2.18,12.02,18.75,1.38,0.5,2.76,95.0,28.99,61.9,112.21333333333332,1.725,15.025,4.6875,25.0,2.76,7.0,112.0,Unhealthy for Sensitive Groups
2025-10-24,18.02,59.76,8.99,2.35,11.12,19.11,1.5,0.63,2.48,95.0,28.97,30.03333333333333,59.76,1.875,13.9,4.7775,31.5,2.48,7.0,60.0,Moderate
2025-10-25,33.15,51.37,23.39,1.59,24.85,20.14,1.42,0.91,1.82,95.0,28.98,55.25,51.37,1.775,31.0625,5.035,45.5,1.82,7.0,55.0,Moderate
2025-10-26,21.28,54.73,19.05,1.56,20.49,18.05,1.56,0.75,1.71,95.0,28.95,35.46666666666667,54.73,1.95,25.6125,4.5125,37.5,1.71,7.0,55.0,Moderate
2025-10-27,16.8,68.18,12.24,1.82,13.84,18.74,1.54,0.7,1.98,95.0,28.98,28.0,68.18,1.925,17.3,4.685,35.0,1.98,7.0,68.0,Moderate
2025-10-28,15.5,24.24,8.25,2.12,8.57,16.11,3.02,0.68,2.65,95.0,28.96,25.83333333333333,24.24,3.775,10.7125,4.0275,34.0,2.65,7.0,34.0,Good
2025-10-29,21.2,122.31,10.11,3.67,9.89,12.8,3.99,0.75,5.15,95.0,28.96,35.333333333333336,114.87333333333332,4.9875,12.3625,3.2,37.5,5.15,7.0,115.0,Unhealthy for Sensitive Groups
2025-10-30,18.34,89.95,10.74,3.78,10.49,13.1,4.29,0.69,4.62,95.0,28.99,30.566666666666663,89.95,5.3625,13.1125,3.275,34.5,4.62,7.0,90.0,Moderate
2025-10-31,38.9,122.64,9.82,4.88,10.45,13.32,4.16,0.73,9.38,95.0,28.97,64.83333333333333,115.09333333333332,5.2,13.0625,3.33,36.5,9.38,7.0,115.0,Unhealthy for Sensitive Groups
2025-11-01,32.69,223.87,8.53,4.48,9.09,13.09,3.39,0.71,10.15,95.0,28.96,54.48333333333333,182.58,4.2375,11.3625,3.2725,35.5,10.15,7.0,183.0,Unhealthy
2025-11-02,30.38,159.7,9.49,3.09,9.17,12.76,3.86,0.7,6.44,95.0,28.93,50.63333333333333,139.8,4.825,11.4625,3.19,35.0,6.44,7.0,140.0,Unhealthy for Sensitive Groups
2025-11-03,28.4,75.73,6.22,6.51,8.36,13.23,3.66,0.8,9.48,95.0,28.97,47.333333333333336,75.73,4.575,10.45,3.3075,40.0,9.48,7.0,76.0,Moderate
2025-11-04,32.4,104.36,8.19,5.69,9.53,13.78,3.88,0.91,7.29,95.0,28.94,54.0,102.90666666666668,4.85,11.912499999999998,3.445,45.5,7.29,7.0,103.0,Unhealthy for Sensitive Groups
2025-11-05,31.46,100.17,14.98,6.51,15.52,15.0,3.85,1.04,12.06,95.0,29.0,52.43333333333334,100.11333333333332,4.8125,19.4,3.75,52.0,12.06,7.0,100.0,Moderate
2025-11-06,30.35,91.85,8.22,5.64,9.55,15.41,3.95,0.83,10.33,95.0,28.96,50.583333333333336,91.85,4.9375,11.937500000000002,3.8525,41.5,10.33,7.0,92.0,Moderate
2025-11-07,42.79,71.33,7.81,5.92,9.27,16.01,3.83,0.84,9.14,95.0,28.96,71.31666666666666,71.33,4.7875,11.5875,4.0025,42.0,9.14,7.0,71.0,Moderate
2025-11-08,56.14,104.71,12.9,4.75,12.92,15.13,4.53,0.97,7.5,95.0,28.96,93.56666666666666,103.14,5.6625,16.15,3.7825,48.5,7.5,7.0,103.0,Unhealthy for Sensitive Groups
2025-11-09,68.25,116.04,6.8,3.66,7.31,14.17,3.57,0.9,7.07,95.0,28.92,127.5,110.69333333333334,4.4625,9.1375,3.5425,45.0,7.07,7.0,128.0,Unhealthy for Sensitive Groups
2025-11-10,67.09,161.41,6.19,4.4,7.1,14.07,3.55,0.94,8.48,95.0,28.96,123.63333333333334,140.94,4.4375,8.875,3.5175,47.0,8.48,7.0,141.0,Unhealthy for Sensitive Groups
2025-11-11,55.73,92.12,4.85,4.26,5.95,14.66,3.71,0.83,11.95,95.0,28.98,92.88333333333333,92.12,4.6375,7.4375,3.665,41.5,11.95,7.0,93.0,Moderate
2025-11-12,48.64,82.87,4.17,3.54,4.9,14.05,4.2,0.78,15.25,95.0,28.97,81.06666666666666,82.87,5.25,6.125000000000001,3.5125,39.0,15.25,7.0,83.0,Moderate
2025-11-13,55.82,82.72,4.71,4.0,5.7,13.82,3.78,0.85,13.58,95.0,28.95,93.03333333333332,82.72,4.725,7.125,3.455,42.5,13.58,7.0,93.0,Moderate
2025-11-14,68.5,106.23,4.34,4.57,5.34,13.8,4.33,0.87,14.18,95.0,29.04,128.33333333333334,104.15333333333334,5.4125,6.675,3.45,43.5,14.18,7.0,128.0,Unhealthy for Sensitive Groups
2025-11-15,69.2,119.28,4.6,4.56,5.91,13.68,3.63,0.94,11.52,95.0,28.94,130.66666666666669,112.85333333333334,4.5375,7.3875,3.42,47.0,11.52,7.0,131.0,Unhealthy for Sensitive Groups
2025-11-16,67.01,104.94,3.85,3.77,4.79,14.24,3.12,0.97,15.11,95.0,28.96,123.36666666666667,103.29333333333334,3.9,5.9875,3.56,48.5,15.11,7.0,123.0,Unhealthy for Sensitive Groups
2025-11-17,64.72,89.79,4.03,5.52,5.97,15.84,3.04,1.11,15.23,95.0,29.0,115.73333333333332,89.79,3.8,7.4625,3.96,55.50000000000001,15.23,7.0,116.0,Unhealthy for Sensitive Groups
2025-11-18,38.97,50.38,12.78,5.8,13.35,21.29,4.51,1.5,14.99,95.0,29.01,64.95,50.38,5.6375,16.6875,5.3225,75.0,14.99,7.0,75.0,Moderate
2025-11-19,44.04,70.2,5.5,4.52,6.61,15.32,3.05,1.0,7.61,95.0,29.01,73.4,70.2,3.8125,8.2625,3.83,50.0,7.61,7.0,73.0,Moderate
2025-11-20,53.09,97.42,8.82,5.1,9.79,16.55,4.4,1.21,9.97,95.0,29.03,88.48333333333335,97.42,5.500000000000001,12.2375,4.1375,60.5,9.97,7.0,97.0,Moderate
2025-11-21,20.5,107.36,7.79,4.01,8.34,14.81,3.96,0.85,5.46,95.0,29.01,34.166666666666664,104.90666666666668,4.95,10.425,3.7025,42.5,5.46,7.0,105.0,Unhealthy for Sensitive Groups
2025-11-22,6.79,94.67,10.1,3.16,9.5,15.25,3.11,0.87,7.14,93.84,28.98,11.316666666666666,94.67,3.8875,11.875,3.8125,43.5,7.14,7.0,95.0,Moderate
2025-11-23,6.78,48.32,16.05,2.47,14.05,19.46,4.17,1.28,10.08,95.0,29.06,11.3,48.32,5.2125,17.5625,4.865,64.0,10.08,7.0,64.0,Moderate
2025-11-24,32.24,64.26,6.88,3.06,6.94,16.29,3.56,0.94,8.24,95.0,29.06,53.73333333333333,64.26,4.45,8.675,4.0725,47.0,8.24,7.0,64.0,Moderate
2025-11-25,49.09,84.58,4.58,3.38,5.05,15.08,3.88,0.84,12.18,95.0,29.05,81.81666666666668,84.58,4.85,6.3125,3.77,42.0,12.18,7.0,85.0,Moderate
2025-11-26,57.01,96.27,4.81,3.92,5.65,14.32,2.93,0.88,11.46,95.0,29.03,95.01666666666668,96.27,3.6625,7.0625,3.58,44.0,11.46,7.0,96.0,Moderate
2025-11-27,50.7,93.37,4.26,4.27,5.35,15.6,3.22,0.94,21.82,95.0,29.05,84.5,93.37,4.025,6.6875,3.9,47.0,21.82,7.0,93.0,Moderate
2025-11-28,61.85,120.1,4.2,6.75,6.8,15.51,4.25,0.96,14.21,95.0,29.02,106.16666666666669,113.4,5.3125,8.5,3.8775,48.0,14.21,7.0,113.0,Unhealthy for Sensitive Groups
2025-11-29,22.15,41.33,4.33,4.73,5.75,13.5,4.55,0.8,7.33,95.0,29.0,36.91666666666666,41.33,5.6875,7.1875,3.375,40.0,7.33,7.0,41.0,Good
2025-11-30,6.65,17.35,7.66,3.48,7.49,15.35,4.51,0.83,7.71,95.0,29.04,11.083333333333334,17.35,5.6375,9.3625,3.8375,41.5,7.71,7.0,42.0,Good
2025-12-01,6.66,11.69,4.5,3.23,5.0,13.11,3.37,0.66,6.21,95.0,29.03,11.1,11.69,4.2125,6.25,3.2775,33.0,6.21,7.0,33.0,Good
2025-12-02,37.53,44.36,5.11,3.12,5.5,12.24,3.59,0.82,7.0,95.0,28.96,62.55,44.36,4.4875,6.875,3.06,41.0,7.0,7.0,63.0,Moderate
2025-12-03,834.0,45.0,5.11,1.8,5.5,12.24,2.8,19.7,10.0,95.0,28.7925,62.55,44.36,4.4875,6.875,3.06,41.0,7.0,7.0,834.0,Moderate
